Rank,Countries,City,Year,Air_Pollution_Index,Air_Pollution_Level
3489,USA,Karnack,2019,7.8,Good
3489,USA,Karnack,2020,7.7,Good
3489,USA,Karnack,2021,9.3,Good
3489,USA,Karnack,2022,9.6,Good
3499,France,Baume-les-Dames,2017,11,Good
3499,France,Baume-les-Dames,2018,10.4,Good
3499,France,Baume-les-Dames,2019,9.8,Good
3499,France,Baume-les-Dames,2020,9.6,Good
3499,France,Baume-les-Dames,2021,9,Good
3499,France,Baume-les-Dames,2022,9.5,Good
3501,France,Mont-de-Marsan,2017,9.4,Good
3501,France,Mont-de-Marsan,2018,9.3,Good
3501,France,Mont-de-Marsan,2019,8,Good
3501,France,Mont-de-Marsan,2020,7.9,Good
3501,France,Mont-de-Marsan,2021,9.1,Good
3501,France,Mont-de-Marsan,2022,9.5,Good
3502,Germany,Weil am Rhein,2017,10.4,Good
3502,Germany,Weil am Rhein,2018,10.6,Good
3502,Germany,Weil am Rhein,2019,9.9,Good
3502,Germany,Weil am Rhein,2020,8.7,Good
3502,Germany,Weil am Rhein,2021,9.5,Good
3502,Germany,Weil am Rhein,2022,9.5,Good
3504,Germany,Oldenburg,2017,15,Good
3504,Germany,Oldenburg,2018,13.9,Good
3504,Germany,Oldenburg,2019,12,Good
3504,Germany,Oldenburg,2020,8.6,Good
3504,Germany,Oldenburg,2021,9.1,Good
3504,Germany,Oldenburg,2022,9.5,Good
3507,Germany,Kaiserslautern,2017,11.9,Good
3507,Germany,Kaiserslautern,2018,12.5,Good
3507,Germany,Kaiserslautern,2019,10.2,Good
3507,Germany,Kaiserslautern,2020,8.9,Good
3507,Germany,Kaiserslautern,2021,7.9,Good
3507,Germany,Kaiserslautern,2022,9.5,Good
3509,Japan,Abiko,2017,13.1,Good
3509,Japan,Abiko,2018,13.2,Good
3509,Japan,Abiko,2019,13.1,Good
3509,Japan,Abiko,2020,12.1,Good
3509,Japan,Abiko,2021,12.3,Good
3509,Japan,Abiko,2022,9.5,Good
3510,Japan,Ogaki,2017,11.2,Good
3510,Japan,Ogaki,2018,11.9,Good
3510,Japan,Ogaki,2019,11.5,Good
3510,Japan,Ogaki,2020,10,Good
3510,Japan,Ogaki,2021,9.6,Good
3510,Japan,Ogaki,2022,9.5,Good
3511,Japan,Sanda,2017,11,Good
3511,Japan,Sanda,2018,10.4,Good
3511,Japan,Sanda,2019,9.4,Good
3511,Japan,Sanda,2020,9,Good
3511,Japan,Sanda,2021,8.4,Good
3511,Japan,Sanda,2022,9.5,Good
3512,Japan,Sakaide,2017,13,Good
3512,Japan,Sakaide,2018,12.9,Good
3512,Japan,Sakaide,2019,11.4,Good
3512,Japan,Sakaide,2020,10.4,Good
3512,Japan,Sakaide,2021,8.8,Good
3512,Japan,Sakaide,2022,9.5,Good
3513,Japan,Minamisatsuma,2017,12.9,Good
3513,Japan,Minamisatsuma,2018,13.3,Good
3513,Japan,Minamisatsuma,2019,13.2,Good
3513,Japan,Minamisatsuma,2020,11.8,Good
3513,Japan,Minamisatsuma,2021,9.2,Good
3513,Japan,Minamisatsuma,2022,9.5,Good
3514,Japan,Suzuka,2017,13,Good
3514,Japan,Suzuka,2018,13.9,Good
3514,Japan,Suzuka,2019,12.6,Good
3514,Japan,Suzuka,2020,10.4,Good
3514,Japan,Suzuka,2021,9.9,Good
3514,Japan,Suzuka,2022,9.5,Good
3515,Japan,Takaishi,2017,12.8,Good
3515,Japan,Takaishi,2018,12.3,Good
3515,Japan,Takaishi,2019,12.7,Good
3515,Japan,Takaishi,2020,7.9,Good
3515,Japan,Takaishi,2021,8.4,Good
3515,Japan,Takaishi,2022,9.5,Good
3516,Japan,Karatsu,2017,13.4,Good
3516,Japan,Karatsu,2018,12.9,Good
3516,Japan,Karatsu,2019,13.9,Good
3516,Japan,Karatsu,2020,10.9,Good
3516,Japan,Karatsu,2021,9.1,Good
3516,Japan,Karatsu,2022,9.5,Good
3517,Japan,Kuki,2017,14.9,Good
3517,Japan,Kuki,2018,16.6,Good
3517,Japan,Kuki,2019,15.9,Good
3517,Japan,Kuki,2020,15.4,Good
3517,Japan,Kuki,2021,9.8,Good
3517,Japan,Kuki,2022,9.5,Good
3518,Japan,Kumagaya,2017,12.9,Good
3518,Japan,Kumagaya,2018,14,Good
3518,Japan,Kumagaya,2019,13.4,Good
3518,Japan,Kumagaya,2020,10.3,Good
3518,Japan,Kumagaya,2021,9.5,Good
3518,Japan,Kumagaya,2022,9.5,Good
3519,Japan,Toda,2017,13.4,Good
3519,Japan,Toda,2018,14.9,Good
3519,Japan,Toda,2019,11.5,Good
3519,Japan,Toda,2020,10.1,Good
3519,Japan,Toda,2021,9.3,Good
3519,Japan,Toda,2022,9.5,Good
3520,Japan,Hikone,2017,11.4,Good
3520,Japan,Hikone,2018,12.2,Good
3520,Japan,Hikone,2019,11.2,Good
3520,Japan,Hikone,2020,9.7,Good
3520,Japan,Hikone,2021,9.4,Good
3520,Japan,Hikone,2022,9.5,Good
3521,Japan,Iwakuni,2017,13.8,Good
3521,Japan,Iwakuni,2018,13.6,Good
3521,Japan,Iwakuni,2019,11.5,Good
3521,Japan,Iwakuni,2020,9.5,Good
3521,Japan,Iwakuni,2021,9.4,Good
3521,Japan,Iwakuni,2022,9.5,Good
3522,Japan,Waki,2017,12.7,Good
3522,Japan,Waki,2018,11.9,Good
3522,Japan,Waki,2019,11.8,Good
3522,Japan,Waki,2020,10.2,Good
3522,Japan,Waki,2021,9.8,Good
3522,Japan,Waki,2022,9.5,Good
3524,Netherlands,Heerlen,2017,9.1,Good
3524,Netherlands,Heerlen,2018,10.6,Good
3524,Netherlands,Heerlen,2019,9.7,Good
3524,Netherlands,Heerlen,2020,8.3,Good
3524,Netherlands,Heerlen,2021,9.4,Good
3524,Netherlands,Heerlen,2022,9.5,Good
3525,Spain,Madrid,2017,9.9,Good
3525,Spain,Madrid,2018,10,Good
3525,Spain,Madrid,2019,9.2,Good
3525,Spain,Madrid,2020,9,Good
3525,Spain,Madrid,2021,9.4,Good
3525,Spain,Madrid,2022,9.5,Good
3528,Ukraine,Kyiv,2017,9.8,Good
3528,Ukraine,Kyiv,2018,13.8,Good
3528,Ukraine,Kyiv,2019,16.6,Good
3528,Ukraine,Kyiv,2020,19.2,Good
3528,Ukraine,Kyiv,2021,18.8,Good
3528,Ukraine,Kyiv,2022,9.5,Good
3529,USA,Fairbanks,2017,8.5,Good
3529,USA,Fairbanks,2018,7.7,Good
3529,USA,Fairbanks,2019,10.4,Good
3529,USA,Fairbanks,2020,5,Good
3529,USA,Fairbanks,2021,5.4,Good
3529,USA,Fairbanks,2022,9.5,Good
3541,USA,Wichita,2017,6.9,Good
3541,USA,Wichita,2018,6.6,Good
3541,USA,Wichita,2019,8.3,Good
3541,USA,Wichita,2020,7.4,Good
3541,USA,Wichita,2021,11.2,Good
3541,USA,Wichita,2022,9.5,Good
3547,USA,Lancaster,2017,11.4,Good
3547,USA,Lancaster,2018,8.2,Good
3547,USA,Lancaster,2019,9.4,Good
3547,USA,Lancaster,2020,8.8,Good
3547,USA,Lancaster,2021,12.9,Good
3547,USA,Lancaster,2022,9.5,Good
3555,France,Saint-Chamond,2017,11,Good
3555,France,Saint-Chamond,2018,9.4,Good
3555,France,Saint-Chamond,2019,8.1,Good
3555,France,Saint-Chamond,2020,8.9,Good
3555,France,Saint-Chamond,2021,9.1,Good
3555,France,Saint-Chamond,2022,9.4,Good
3556,France,Montargis,2017,9.8,Good
3556,France,Montargis,2018,9.1,Good
3556,France,Montargis,2019,8.6,Good
3556,France,Montargis,2020,7.6,Good
3556,France,Montargis,2021,9.9,Good
3556,France,Montargis,2022,9.4,Good
3560,Germany,Kiel,2017,12.5,Good
3560,Germany,Kiel,2018,13.3,Good
3560,Germany,Kiel,2019,12.2,Good
3560,Germany,Kiel,2020,9.9,Good
3560,Germany,Kiel,2021,9.8,Good
3560,Germany,Kiel,2022,9.4,Good
3561,Japan,Kasugai,2017,12.6,Good
3561,Japan,Kasugai,2018,12.6,Good
3561,Japan,Kasugai,2019,11.8,Good
3561,Japan,Kasugai,2020,10.2,Good
3561,Japan,Kasugai,2021,10.5,Good
3561,Japan,Kasugai,2022,9.4,Good
3562,Japan,Owariasahi,2017,11.3,Good
3562,Japan,Owariasahi,2018,12.1,Good
3562,Japan,Owariasahi,2019,11.2,Good
3562,Japan,Owariasahi,2020,9.6,Good
3562,Japan,Owariasahi,2021,9.3,Good
3562,Japan,Owariasahi,2022,9.4,Good
3564,Japan,Maebashi,2017,10.9,Good
3564,Japan,Maebashi,2018,11.1,Good
3564,Japan,Maebashi,2019,10,Good
3564,Japan,Maebashi,2020,9.2,Good
3564,Japan,Maebashi,2021,8.6,Good
3564,Japan,Maebashi,2022,9.4,Good
3565,Japan,Ako,2017,10.7,Good
3565,Japan,Ako,2018,10.5,Good
3565,Japan,Ako,2019,10.1,Good
3565,Japan,Ako,2020,8,Good
3565,Japan,Ako,2021,8.7,Good
3565,Japan,Ako,2022,9.4,Good
3566,Japan,Kobe,2017,12.9,Good
3566,Japan,Kobe,2018,11.7,Good
3566,Japan,Kobe,2019,11.4,Good
3566,Japan,Kobe,2020,10.1,Good
3566,Japan,Kobe,2021,9.6,Good
3566,Japan,Kobe,2022,9.4,Good
3567,Japan,Joso,2017,12.6,Good
3567,Japan,Joso,2018,12.7,Good
3567,Japan,Joso,2019,12.5,Good
3567,Japan,Joso,2020,10.2,Good
3567,Japan,Joso,2021,10,Good
3567,Japan,Joso,2022,9.4,Good
3568,Japan,Iga,2017,12.6,Good
3568,Japan,Iga,2018,13.3,Good
3568,Japan,Iga,2019,12,Good
3568,Japan,Iga,2020,9.9,Good
3568,Japan,Iga,2021,8.6,Good
3568,Japan,Iga,2022,9.4,Good
3570,Japan,Isahaya,2017,14.6,Good
3570,Japan,Isahaya,2018,9.4,Good
3570,Japan,Isahaya,2019,14.5,Good
3570,Japan,Isahaya,2020,12.6,Good
3570,Japan,Isahaya,2021,11.1,Good
3570,Japan,Isahaya,2022,9.4,Good
3571,Japan,Nagasaki,2017,13,Good
3571,Japan,Nagasaki,2018,12.3,Good
3571,Japan,Nagasaki,2019,11.8,Good
3571,Japan,Nagasaki,2020,11.2,Good
3571,Japan,Nagasaki,2021,10.1,Good
3571,Japan,Nagasaki,2022,9.4,Good
3572,Japan,Sasebo,2017,14.8,Good
3572,Japan,Sasebo,2018,12.8,Good
3572,Japan,Sasebo,2019,12.6,Good
3572,Japan,Sasebo,2020,11,Good
3572,Japan,Sasebo,2021,9.3,Good
3572,Japan,Sasebo,2022,9.4,Good
3574,Japan,Izumiotsu,2017,13,Good
3574,Japan,Izumiotsu,2018,12.5,Good
3574,Japan,Izumiotsu,2019,12.1,Good
3574,Japan,Izumiotsu,2020,8,Good
3574,Japan,Izumiotsu,2021,7.7,Good
3574,Japan,Izumiotsu,2022,9.4,Good
3575,Japan,Matsubara,2017,14.2,Good
3575,Japan,Matsubara,2018,16.5,Good
3575,Japan,Matsubara,2019,15,Good
3575,Japan,Matsubara,2020,8,Good
3575,Japan,Matsubara,2021,8.4,Good
3575,Japan,Matsubara,2022,9.4,Good
3577,Japan,Omihachiman,2017,12.4,Good
3577,Japan,Omihachiman,2018,12.4,Good
3577,Japan,Omihachiman,2019,11.6,Good
3577,Japan,Omihachiman,2020,9.4,Good
3577,Japan,Omihachiman,2021,9.2,Good
3577,Japan,Omihachiman,2022,9.4,Good
3578,Japan,Takashima,2017,11.5,Good
3578,Japan,Takashima,2018,10.8,Good
3578,Japan,Takashima,2019,10.3,Good
3578,Japan,Takashima,2020,9.1,Good
3578,Japan,Takashima,2021,9.3,Good
3578,Japan,Takashima,2022,9.4,Good
3579,Japan,Higashikurume,2017,12.6,Good
3579,Japan,Higashikurume,2018,12.9,Good
3579,Japan,Higashikurume,2019,11.5,Good
3579,Japan,Higashikurume,2020,9.3,Good
3579,Japan,Higashikurume,2021,8.9,Good
3579,Japan,Higashikurume,2022,9.4,Good
3583,Portugal,Sines,2017,4.9,Good
3583,Portugal,Sines,2018,5.9,Good
3583,Portugal,Sines,2019,6.8,Good
3583,Portugal,Sines,2020,6.2,Good
3583,Portugal,Sines,2021,6.8,Good
3583,Portugal,Sines,2022,9.4,Good
3589,Switzerland,Binningen,2017,9.8,Good
3589,Switzerland,Binningen,2018,10.8,Good
3589,Switzerland,Binningen,2019,10.5,Good
3589,Switzerland,Binningen,2020,10.1,Good
3589,Switzerland,Binningen,2021,9.5,Good
3589,Switzerland,Binningen,2022,9.4,Good
3591,United Kingdom,Southampton,2017,11.2,Good
3591,United Kingdom,Southampton,2018,13.4,Good
3591,United Kingdom,Southampton,2019,12.3,Good
3591,United Kingdom,Southampton,2020,8.9,Good
3591,United Kingdom,Southampton,2021,8.6,Good
3591,United Kingdom,Southampton,2022,9.4,Good
3594,USA,Huntsville,2017,9.4,Good
3594,USA,Huntsville,2018,9.4,Good
3594,USA,Huntsville,2019,9.6,Good
3594,USA,Huntsville,2020,9.4,Good
3594,USA,Huntsville,2021,11.1,Good
3594,USA,Huntsville,2022,9.4,Good
3616,USA,Medford,2017,15,Good
3616,USA,Medford,2018,22,Good
3616,USA,Medford,2019,8.7,Good
3616,USA,Medford,2020,15.8,Good
3616,USA,Medford,2021,16.4,Good
3616,USA,Medford,2022,9.4,Good
3617,USA,Springfield,2017,11.2,Good
3617,USA,Springfield,2018,9,Good
3617,USA,Springfield,2019,9,Good
3617,USA,Springfield,2020,16,Good
3617,USA,Springfield,2021,7.3,Good
3617,USA,Springfield,2022,9.4,Good
3619,USA,Freemansburg,2017,12.8,Good
3619,USA,Freemansburg,2018,9.8,Good
3619,USA,Freemansburg,2019,8.9,Good
3619,USA,Freemansburg,2020,8.2,Good
3619,USA,Freemansburg,2021,9.3,Good
3619,USA,Freemansburg,2022,9.4,Good
3621,USA,Knoxville,2017,9.9,Good
3621,USA,Knoxville,2018,8.8,Good
3621,USA,Knoxville,2019,10.2,Good
3621,USA,Knoxville,2020,9.5,Good
3621,USA,Knoxville,2021,12.2,Good
3621,USA,Knoxville,2022,9.4,Good
3626,USA,Madison,2017,7.5,Good
3626,USA,Madison,2018,8.7,Good
3626,USA,Madison,2019,10.5,Good
3626,USA,Madison,2020,9.1,Good
3626,USA,Madison,2021,11.5,Good
3626,USA,Madison,2022,9.4,Good
3627,Austria,Glinzendorf,2017,13.8,Good
3627,Austria,Glinzendorf,2018,14.3,Good
3627,Austria,Glinzendorf,2019,11.2,Good
3627,Austria,Glinzendorf,2020,10.6,Good
3627,Austria,Glinzendorf,2021,10.9,Good
3627,Austria,Glinzendorf,2022,9.3,Good
3629,Belgium,Mons,2017,11.4,Good
3629,Belgium,Mons,2018,11.3,Good
3629,Belgium,Mons,2019,12.1,Good
3629,Belgium,Mons,2020,7.9,Good
3629,Belgium,Mons,2021,10.6,Good
3629,Belgium,Mons,2022,9.3,Good
3633,Chile,Huasco,2017,12.3,Good
3633,Chile,Huasco,2018,11.5,Good
3633,Chile,Huasco,2019,10.3,Good
3633,Chile,Huasco,2020,10.3,Good
3633,Chile,Huasco,2021,11.5,Good
3633,Chile,Huasco,2022,9.3,Good
3634,Czech Republic,Chystovice,2017,11.8,Good
3634,Czech Republic,Chystovice,2018,14.5,Good
3634,Czech Republic,Chystovice,2019,10.1,Good
3634,Czech Republic,Chystovice,2020,9.1,Good
3634,Czech Republic,Chystovice,2021,8.8,Good
3634,Czech Republic,Chystovice,2022,9.3,Good
3635,France,Toulon,2017,12.4,Good
3635,France,Toulon,2018,11.9,Good
3635,France,Toulon,2019,11.8,Good
3635,France,Toulon,2020,9.1,Good
3635,France,Toulon,2021,8.5,Good
3635,France,Toulon,2022,9.3,Good
3637,Germany,Gustrow,2017,12,Good
3637,Germany,Gustrow,2018,11.6,Good
3637,Germany,Gustrow,2019,10.2,Good
3637,Germany,Gustrow,2020,8.9,Good
3637,Germany,Gustrow,2021,10.4,Good
3637,Germany,Gustrow,2022,9.3,Good
3638,Germany,Weimar,2017,12.4,Good
3638,Germany,Weimar,2018,13.7,Good
3638,Germany,Weimar,2019,9.6,Good
3638,Germany,Weimar,2020,9.1,Good
3638,Germany,Weimar,2021,10.4,Good
3638,Germany,Weimar,2022,9.3,Good
3641,Japan,Nagoya,2017,12.2,Good
3641,Japan,Nagoya,2018,12.1,Good
3641,Japan,Nagoya,2019,11.7,Good
3641,Japan,Nagoya,2020,9.4,Good
3641,Japan,Nagoya,2021,9.2,Good
3641,Japan,Nagoya,2022,9.3,Good
3642,Japan,Tokai,2017,14.3,Good
3642,Japan,Tokai,2018,14.8,Good
3642,Japan,Tokai,2019,13.4,Good
3642,Japan,Tokai,2020,11.3,Good
3642,Japan,Tokai,2021,9.4,Good
3642,Japan,Tokai,2022,9.3,Good
3644,Japan,Yawatahama,2017,11,Good
3644,Japan,Yawatahama,2018,10.3,Good
3644,Japan,Yawatahama,2019,10.4,Good
3644,Japan,Yawatahama,2020,9.6,Good
3644,Japan,Yawatahama,2021,9,Good
3644,Japan,Yawatahama,2022,9.3,Good
3645,Japan,Marugame,2017,13.7,Good
3645,Japan,Marugame,2018,13.7,Good
3645,Japan,Marugame,2019,12.6,Good
3645,Japan,Marugame,2020,10.7,Good
3645,Japan,Marugame,2021,9.1,Good
3645,Japan,Marugame,2022,9.3,Good
3646,Japan,Atsugi,2017,8.6,Good
3646,Japan,Atsugi,2018,8.9,Good
3646,Japan,Atsugi,2019,8.3,Good
3646,Japan,Atsugi,2020,7.3,Good
3646,Japan,Atsugi,2021,8.3,Good
3646,Japan,Atsugi,2022,9.3,Good
3647,Japan,Susaki,2017,11.3,Good
3647,Japan,Susaki,2018,10.8,Good
3647,Japan,Susaki,2019,10.1,Good
3647,Japan,Susaki,2020,10.3,Good
3647,Japan,Susaki,2021,8.6,Good
3647,Japan,Susaki,2022,9.3,Good
3648,Japan,Kumiyama,2017,13.2,Good
3648,Japan,Kumiyama,2018,12.5,Good
3648,Japan,Kumiyama,2019,12.6,Good
3648,Japan,Kumiyama,2020,11.6,Good
3648,Japan,Kumiyama,2021,10.9,Good
3648,Japan,Kumiyama,2022,9.3,Good
3650,Japan,Gose,2017,12.5,Good
3650,Japan,Gose,2018,12.4,Good
3650,Japan,Gose,2019,11.4,Good
3650,Japan,Gose,2020,10.7,Good
3650,Japan,Gose,2021,9.4,Good
3650,Japan,Gose,2022,9.3,Good
3651,Japan,Ikoma,2017,12.3,Good
3651,Japan,Ikoma,2018,11.7,Good
3651,Japan,Ikoma,2019,11.1,Good
3651,Japan,Ikoma,2020,10.5,Good
3651,Japan,Ikoma,2021,9.3,Good
3651,Japan,Ikoma,2022,9.3,Good
3652,Japan,Sakurai,2017,11.3,Good
3652,Japan,Sakurai,2018,11.8,Good
3652,Japan,Sakurai,2019,11.4,Good
3652,Japan,Sakurai,2020,10.2,Good
3652,Japan,Sakurai,2021,9.3,Good
3652,Japan,Sakurai,2022,9.3,Good
3654,Japan,Daito,2017,13.3,Good
3654,Japan,Daito,2018,14.2,Good
3654,Japan,Daito,2019,13.4,Good
3654,Japan,Daito,2020,7.7,Good
3654,Japan,Daito,2021,7.9,Good
3654,Japan,Daito,2022,9.3,Good
3657,Japan,Konosu,2017,13.6,Good
3657,Japan,Konosu,2018,15,Good
3657,Japan,Konosu,2019,11.8,Good
3657,Japan,Konosu,2020,10.3,Good
3657,Japan,Konosu,2021,9.7,Good
3657,Japan,Konosu,2022,9.3,Good
3660,Japan,Ashikaga,2017,12.3,Good
3660,Japan,Ashikaga,2018,12.3,Good
3660,Japan,Ashikaga,2019,11.1,Good
3660,Japan,Ashikaga,2020,9.8,Good
3660,Japan,Ashikaga,2021,9.1,Good
3660,Japan,Ashikaga,2022,9.3,Good
3662,Japan,Ube,2017,12.8,Good
3662,Japan,Ube,2018,11.9,Good
3662,Japan,Ube,2019,11.4,Good
3662,Japan,Ube,2020,9.7,Good
3662,Japan,Ube,2021,9.2,Good
3662,Japan,Ube,2022,9.3,Good
3663,Netherlands,Den Haag,2017,9.8,Good
3663,Netherlands,Den Haag,2018,10.1,Good
3663,Netherlands,Den Haag,2019,9.9,Good
3663,Netherlands,Den Haag,2020,8.5,Good
3663,Netherlands,Den Haag,2021,8,Good
3663,Netherlands,Den Haag,2022,9.3,Good
3675,United Kingdom,Manchester,2017,9,Good
3675,United Kingdom,Manchester,2018,10.8,Good
3675,United Kingdom,Manchester,2019,10.5,Good
3675,United Kingdom,Manchester,2020,8.1,Good
3675,United Kingdom,Manchester,2021,9.1,Good
3675,United Kingdom,Manchester,2022,9.3,Good
3678,USA,Little Rock,2017,9.6,Good
3678,USA,Little Rock,2018,9.4,Good
3678,USA,Little Rock,2019,9.1,Good
3678,USA,Little Rock,2020,9.1,Good
3678,USA,Little Rock,2021,10.9,Good
3678,USA,Little Rock,2022,9.3,Good
3687,USA,Rio Vista,2017,9.8,Good
3687,USA,Rio Vista,2018,11.2,Good
3687,USA,Rio Vista,2019,7.2,Good
3687,USA,Rio Vista,2020,11.5,Good
3687,USA,Rio Vista,2021,9.2,Good
3687,USA,Rio Vista,2022,9.3,Good
3688,USA,Three Rivers,2017,20.4,Good
3688,USA,Three Rivers,2018,20.8,Good
3688,USA,Three Rivers,2019,9,Good
3688,USA,Three Rivers,2020,23.1,Good
3688,USA,Three Rivers,2021,27.4,Good
3688,USA,Three Rivers,2022,9.3,Good
3690,USA,Bonifay,2017,9.1,Good
3690,USA,Bonifay,2018,8.1,Good
3690,USA,Bonifay,2019,9.3,Good
3690,USA,Bonifay,2020,9.4,Good
3690,USA,Bonifay,2021,9.1,Good
3690,USA,Bonifay,2022,9.3,Good
3699,USA,Edmond,2017,8.9,Good
3699,USA,Edmond,2018,9.6,Good
3699,USA,Edmond,2019,9.7,Good
3699,USA,Edmond,2020,10,Good
3699,USA,Edmond,2021,10.8,Good
3699,USA,Edmond,2022,9.3,Good
3704,USA,Salem,2017,6.6,Good
3704,USA,Salem,2018,7.8,Good
3704,USA,Salem,2019,7.2,Good
3704,USA,Salem,2020,11,Good
3704,USA,Salem,2021,6.4,Good
3704,USA,Salem,2022,9.3,Good
3709,USA,Alexandria,2017,6.8,Good
3709,USA,Alexandria,2018,6.6,Good
3709,USA,Alexandria,2019,7.5,Good
3709,USA,Alexandria,2020,6.9,Good
3709,USA,Alexandria,2021,9.3,Good
3709,USA,Alexandria,2022,9.3,Good
3713,USA,Lacey,2017,6.5,Good
3713,USA,Lacey,2018,6.4,Good
3713,USA,Lacey,2019,6.6,Good
3713,USA,Lacey,2020,7.8,Good
3713,USA,Lacey,2021,5.8,Good
3713,USA,Lacey,2022,9.3,Good
3716,USA,Seattle,2017,8.5,Good
3716,USA,Seattle,2018,8.3,Good
3716,USA,Seattle,2019,7.5,Good
3716,USA,Seattle,2020,8,Good
3716,USA,Seattle,2021,6,Good
3716,USA,Seattle,2022,9.3,Good
3718,USA,Yakima,2017,14.6,Good
3718,USA,Yakima,2018,11.4,Good
3718,USA,Yakima,2019,10.4,Good
3718,USA,Yakima,2020,11.2,Good
3718,USA,Yakima,2021,13.2,Good
3718,USA,Yakima,2022,9.3,Good
3721,France,Biarritz,2017,7.7,Good
3721,France,Biarritz,2018,9.1,Good
3721,France,Biarritz,2019,7.2,Good
3721,France,Biarritz,2020,7.4,Good
3721,France,Biarritz,2021,8.4,Good
3721,France,Biarritz,2022,9.2,Good
3725,Germany,Bösel,2017,12.2,Good
3725,Germany,Bösel,2018,13.6,Good
3725,Germany,Bösel,2019,11.7,Good
3725,Germany,Bösel,2020,8.8,Good
3725,Germany,Bösel,2021,9.1,Good
3725,Germany,Bösel,2022,9.2,Good
3729,Japan,Kamagaya,2017,12.5,Good
3729,Japan,Kamagaya,2018,12.6,Good
3729,Japan,Kamagaya,2019,11.7,Good
3729,Japan,Kamagaya,2020,10.6,Good
3729,Japan,Kamagaya,2021,9.6,Good
3729,Japan,Kamagaya,2022,9.2,Good
3730,Japan,Aioi,2017,11.6,Good
3730,Japan,Aioi,2018,11.4,Good
3730,Japan,Aioi,2019,10.7,Good
3730,Japan,Aioi,2020,9.3,Good
3730,Japan,Aioi,2021,8.8,Good
3730,Japan,Aioi,2022,9.2,Good
3731,Japan,Kyotanabe,2017,12.3,Good
3731,Japan,Kyotanabe,2018,12.4,Good
3731,Japan,Kyotanabe,2019,11,Good
3731,Japan,Kyotanabe,2020,9.7,Good
3731,Japan,Kyotanabe,2021,9.2,Good
3731,Japan,Kyotanabe,2022,9.2,Good
3738,Japan,Hirakata,2017,12.6,Good
3738,Japan,Hirakata,2018,12.5,Good
3738,Japan,Hirakata,2019,12.3,Good
3738,Japan,Hirakata,2020,7.9,Good
3738,Japan,Hirakata,2021,8.2,Good
3738,Japan,Hirakata,2022,9.2,Good
3739,Japan,Saitama,2017,12.7,Good
3739,Japan,Saitama,2018,12.7,Good
3739,Japan,Saitama,2019,11.3,Good
3739,Japan,Saitama,2020,9.8,Good
3739,Japan,Saitama,2021,9.1,Good
3739,Japan,Saitama,2022,9.2,Good
3740,Japan,Minami,2017,11.2,Good
3740,Japan,Minami,2018,11.3,Good
3740,Japan,Minami,2019,10.7,Good
3740,Japan,Minami,2020,10.2,Good
3740,Japan,Minami,2021,8.7,Good
3740,Japan,Minami,2022,9.2,Good
3741,Japan,Tokyo,2017,13,Good
3741,Japan,Tokyo,2018,13.1,Good
3741,Japan,Tokyo,2019,11.7,Good
3741,Japan,Tokyo,2020,10.1,Good
3741,Japan,Tokyo,2021,9.1,Good
3741,Japan,Tokyo,2022,9.2,Good
3742,Japan,Arida,2017,12.2,Good
3742,Japan,Arida,2018,11.8,Good
3742,Japan,Arida,2019,11.2,Good
3742,Japan,Arida,2020,9.9,Good
3742,Japan,Arida,2021,9.3,Good
3742,Japan,Arida,2022,9.2,Good
3743,Japan,Shunan,2017,13.8,Good
3743,Japan,Shunan,2018,12.7,Good
3743,Japan,Shunan,2019,12.6,Good
3743,Japan,Shunan,2020,11.3,Good
3743,Japan,Shunan,2021,9.8,Good
3743,Japan,Shunan,2022,9.2,Good
3746,Norway,Baerum,2017,9,Good
3746,Norway,Baerum,2018,9.7,Good
3746,Norway,Baerum,2019,9.1,Good
3746,Norway,Baerum,2020,6.7,Good
3746,Norway,Baerum,2021,11,Good
3746,Norway,Baerum,2022,9.2,Good
3751,United Kingdom,Blackpool,2017,7.6,Good
3751,United Kingdom,Blackpool,2018,8.3,Good
3751,United Kingdom,Blackpool,2019,10.3,Good
3751,United Kingdom,Blackpool,2020,8.3,Good
3751,United Kingdom,Blackpool,2021,8.3,Good
3751,United Kingdom,Blackpool,2022,9.2,Good
3765,USA,Iowa City,2017,8.2,Good
3765,USA,Iowa City,2018,8.6,Good
3765,USA,Iowa City,2019,9.6,Good
3765,USA,Iowa City,2020,9.7,Good
3765,USA,Iowa City,2021,11,Good
3765,USA,Iowa City,2022,9.2,Good
3779,USA,Eugene,2017,8.8,Good
3779,USA,Eugene,2018,7.1,Good
3779,USA,Eugene,2019,8.8,Good
3779,USA,Eugene,2020,14,Good
3779,USA,Eugene,2021,6.7,Good
3779,USA,Eugene,2022,9.2,Good
3785,USA,Mission,2017,9.5,Good
3785,USA,Mission,2018,10.3,Good
3785,USA,Mission,2019,11,Good
3785,USA,Mission,2020,10.2,Good
3785,USA,Mission,2021,11.1,Good
3785,USA,Mission,2022,9.2,Good
3796,France,Rambouillet,2017,7.9,Good
3796,France,Rambouillet,2018,11.1,Good
3796,France,Rambouillet,2019,8.4,Good
3796,France,Rambouillet,2020,7.8,Good
3796,France,Rambouillet,2021,9.5,Good
3796,France,Rambouillet,2022,9.1,Good
3800,Germany,Itzehoe,2017,11.1,Good
3800,Germany,Itzehoe,2018,12.1,Good
3800,Germany,Itzehoe,2019,10.3,Good
3800,Germany,Itzehoe,2020,9.1,Good
