Rank,Countries,City,Year,Air_Pollution_Index,Air_Pollution_Level
3122,Netherlands,IJmuiden,2019,9.8,Good
3122,Netherlands,IJmuiden,2020,8.7,Good
3122,Netherlands,IJmuiden,2021,9.1,Good
3122,Netherlands,IJmuiden,2022,10.1,Good
3124,Slovakia,Nitra,2017,17,Good
3124,Slovakia,Nitra,2018,17.6,Good
3124,Slovakia,Nitra,2019,15.1,Good
3124,Slovakia,Nitra,2020,14.1,Good
3124,Slovakia,Nitra,2021,15.1,Good
3124,Slovakia,Nitra,2022,10.1,Good
3151,USA,Houston,2017,9,Good
3151,USA,Houston,2018,9.7,Good
3151,USA,Houston,2019,10.8,Good
3151,USA,Houston,2020,10.4,Good
3151,USA,Houston,2021,11.1,Good
3151,USA,Houston,2022,10.1,Good
3152,USA,Midlothian,2017,9.2,Good
3152,USA,Midlothian,2018,9.3,Good
3152,USA,Midlothian,2019,9.2,Good
3152,USA,Midlothian,2020,9.3,Good
3152,USA,Midlothian,2021,11,Good
3152,USA,Midlothian,2022,10.1,Good
3166,Germany,Reutlingen,2017,14.5,Good
3166,Germany,Reutlingen,2018,12.7,Good
3166,Germany,Reutlingen,2019,11.9,Good
3166,Germany,Reutlingen,2020,8.5,Good
3166,Germany,Reutlingen,2021,9,Good
3166,Germany,Reutlingen,2022,10,Good
3167,Germany,Blankenfelde-Mahlow,2017,17.4,Good
3167,Germany,Blankenfelde-Mahlow,2018,16.8,Good
3167,Germany,Blankenfelde-Mahlow,2019,12.3,Good
3167,Germany,Blankenfelde-Mahlow,2020,10.3,Good
3167,Germany,Blankenfelde-Mahlow,2021,12.1,Good
3167,Germany,Blankenfelde-Mahlow,2022,10,Good
3168,Germany,Eisenhuttenstadt,2017,14.7,Good
3168,Germany,Eisenhuttenstadt,2018,16.7,Good
3168,Germany,Eisenhuttenstadt,2019,11.8,Good
3168,Germany,Eisenhuttenstadt,2020,10.4,Good
3168,Germany,Eisenhuttenstadt,2021,10.3,Good
3168,Germany,Eisenhuttenstadt,2022,10,Good
3171,Germany,Hannover,2017,12,Good
3171,Germany,Hannover,2018,12.8,Good
3171,Germany,Hannover,2019,10.9,Good
3171,Germany,Hannover,2020,8.2,Good
3171,Germany,Hannover,2021,9.5,Good
3171,Germany,Hannover,2022,10,Good
3174,Japan,Buzen,2017,14.6,Good
3174,Japan,Buzen,2018,14.5,Good
3174,Japan,Buzen,2019,11.5,Good
3174,Japan,Buzen,2020,10.8,Good
3174,Japan,Buzen,2021,9.8,Good
3174,Japan,Buzen,2022,10,Good
3175,Japan,Tenri,2017,14.8,Good
3175,Japan,Tenri,2018,16.6,Good
3175,Japan,Tenri,2019,14.1,Good
3175,Japan,Tenri,2020,10.5,Good
3175,Japan,Tenri,2021,9.4,Good
3175,Japan,Tenri,2022,10,Good
3176,Japan,Saga,2017,14.3,Good
3176,Japan,Saga,2018,13.5,Good
3176,Japan,Saga,2019,13.8,Good
3176,Japan,Saga,2020,12.2,Good
3176,Japan,Saga,2021,10.3,Good
3176,Japan,Saga,2022,10,Good
3178,Japan,Kudamatsu,2017,14,Good
3178,Japan,Kudamatsu,2018,12.9,Good
3178,Japan,Kudamatsu,2019,12.6,Good
3178,Japan,Kudamatsu,2020,11.4,Good
3178,Japan,Kudamatsu,2021,10.7,Good
3178,Japan,Kudamatsu,2022,10,Good
3179,Japan,Sanyoonoda,2017,16.5,Good
3179,Japan,Sanyoonoda,2018,12.2,Good
3179,Japan,Sanyoonoda,2019,12.3,Good
3179,Japan,Sanyoonoda,2020,10.2,Good
3179,Japan,Sanyoonoda,2021,9.9,Good
3179,Japan,Sanyoonoda,2022,10,Good
3183,Netherlands,Wekerom,2017,10.7,Good
3183,Netherlands,Wekerom,2018,12.8,Good
3183,Netherlands,Wekerom,2019,11.4,Good
3183,Netherlands,Wekerom,2020,9.6,Good
3183,Netherlands,Wekerom,2021,10.9,Good
3183,Netherlands,Wekerom,2022,10,Good
3193,United Kingdom,Cambridge,2017,12.6,Good
3193,United Kingdom,Cambridge,2018,12,Good
3193,United Kingdom,Cambridge,2019,10.9,Good
3193,United Kingdom,Cambridge,2020,9.3,Good
3193,United Kingdom,Cambridge,2021,10.7,Good
3193,United Kingdom,Cambridge,2022,10,Good
3198,USA,San Pablo,2017,10.9,Good
3198,USA,San Pablo,2018,12.8,Good
3198,USA,San Pablo,2019,7.5,Good
3198,USA,San Pablo,2020,10.5,Good
3198,USA,San Pablo,2021,8.5,Good
3198,USA,San Pablo,2022,10,Good
3200,USA,Meridian,2017,10.6,Good
3200,USA,Meridian,2018,7.7,Good
3200,USA,Meridian,2019,7.9,Good
3200,USA,Meridian,2020,10.5,Good
3200,USA,Meridian,2021,11.2,Good
3200,USA,Meridian,2022,10,Good
3204,USA,Detroit,2017,9.1,Good
3204,USA,Detroit,2018,9.4,Good
3204,USA,Detroit,2019,9.9,Good
3204,USA,Detroit,2020,9.8,Good
3204,USA,Detroit,2021,12.3,Good
3204,USA,Detroit,2022,10,Good
3207,USA,Kansas City,2017,9.1,Good
3207,USA,Kansas City,2018,8,Good
3207,USA,Kansas City,2019,7.9,Good
3207,USA,Kansas City,2020,7.2,Good
3207,USA,Kansas City,2021,8.4,Good
3207,USA,Kansas City,2022,10,Good
3210,USA,Cleveland,2017,8.9,Good
3210,USA,Cleveland,2018,9.5,Good
3210,USA,Cleveland,2019,13.3,Good
3210,USA,Cleveland,2020,12.4,Good
3210,USA,Cleveland,2021,13.2,Good
3210,USA,Cleveland,2022,10,Good
3218,USA,Seabrook,2017,7.2,Good
3218,USA,Seabrook,2018,7.1,Good
3218,USA,Seabrook,2019,7.2,Good
3218,USA,Seabrook,2020,8.1,Good
3218,USA,Seabrook,2021,8.9,Good
3218,USA,Seabrook,2022,10,Good
3226,Austria,Steyr,2017,12.3,Good
3226,Austria,Steyr,2018,13.3,Good
3226,Austria,Steyr,2019,11,Good
3226,Austria,Steyr,2020,9.4,Good
3226,Austria,Steyr,2021,10,Good
3226,Austria,Steyr,2022,9.9,Good
3229,Czech Republic,Jihlava,2017,14.2,Good
3229,Czech Republic,Jihlava,2018,16.9,Good
3229,Czech Republic,Jihlava,2019,13.3,Good
3229,Czech Republic,Jihlava,2020,12,Good
3229,Czech Republic,Jihlava,2021,12.2,Good
3229,Czech Republic,Jihlava,2022,9.9,Good
3230,France,Chalon-sur-Saone,2017,10.6,Good
3230,France,Chalon-sur-Saone,2018,11.1,Good
3230,France,Chalon-sur-Saone,2019,10.1,Good
3230,France,Chalon-sur-Saone,2020,8.7,Good
3230,France,Chalon-sur-Saone,2021,9.1,Good
3230,France,Chalon-sur-Saone,2022,9.9,Good
3235,Germany,Bamberg,2017,12.5,Good
3235,Germany,Bamberg,2018,12.7,Good
3235,Germany,Bamberg,2019,10.2,Good
3235,Germany,Bamberg,2020,10.3,Good
3235,Germany,Bamberg,2021,10.4,Good
3235,Germany,Bamberg,2022,9.9,Good
3236,Germany,Burghausen,2017,12.9,Good
3236,Germany,Burghausen,2018,14.3,Good
3236,Germany,Burghausen,2019,11.2,Good
3236,Germany,Burghausen,2020,10.3,Good
3236,Germany,Burghausen,2021,10.1,Good
3236,Germany,Burghausen,2022,9.9,Good
3237,Germany,Lindau (Bodensee),2017,11.2,Good
3237,Germany,Lindau (Bodensee),2018,12.4,Good
3237,Germany,Lindau (Bodensee),2019,10.2,Good
3237,Germany,Lindau (Bodensee),2020,9.8,Good
3237,Germany,Lindau (Bodensee),2021,9.3,Good
3237,Germany,Lindau (Bodensee),2022,9.9,Good
3239,Germany,Bremen,2017,11.7,Good
3239,Germany,Bremen,2018,13,Good
3239,Germany,Bremen,2019,11,Good
3239,Germany,Bremen,2020,9.5,Good
3239,Germany,Bremen,2021,9.8,Good
3239,Germany,Bremen,2022,9.9,Good
3240,Germany,Erfurt,2017,10.4,Good
3240,Germany,Erfurt,2018,12,Good
3240,Germany,Erfurt,2019,9.2,Good
3240,Germany,Erfurt,2020,9,Good
3240,Germany,Erfurt,2021,10.7,Good
3240,Germany,Erfurt,2022,9.9,Good
3241,Japan,Akashi,2017,13,Good
3241,Japan,Akashi,2018,13.1,Good
3241,Japan,Akashi,2019,11.8,Good
3241,Japan,Akashi,2020,9.8,Good
3241,Japan,Akashi,2021,9.3,Good
3241,Japan,Akashi,2022,9.9,Good
3242,Japan,Amagasaki,2017,12.8,Good
3242,Japan,Amagasaki,2018,12.7,Good
3242,Japan,Amagasaki,2019,12.4,Good
3242,Japan,Amagasaki,2020,10.6,Good
3242,Japan,Amagasaki,2021,9.9,Good
3242,Japan,Amagasaki,2022,9.9,Good
3243,Japan,Itami,2017,11.1,Good
3243,Japan,Itami,2018,11.3,Good
3243,Japan,Itami,2019,11.7,Good
3243,Japan,Itami,2020,10.2,Good
3243,Japan,Itami,2021,10,Good
3243,Japan,Itami,2022,9.9,Good
3245,Japan,Suita,2017,13.2,Good
3245,Japan,Suita,2018,13.5,Good
3245,Japan,Suita,2019,13.3,Good
3245,Japan,Suita,2020,9.1,Good
3245,Japan,Suita,2021,9,Good
3245,Japan,Suita,2022,9.9,Good
3246,Japan,Taku,2017,13.9,Good
3246,Japan,Taku,2018,13.1,Good
3246,Japan,Taku,2019,13.1,Good
3246,Japan,Taku,2020,11.5,Good
3246,Japan,Taku,2021,9.9,Good
3246,Japan,Taku,2022,9.9,Good
3253,Spain,Vitoria-Gasteiz,2017,8.9,Good
3253,Spain,Vitoria-Gasteiz,2018,8.6,Good
3253,Spain,Vitoria-Gasteiz,2019,8.1,Good
3253,Spain,Vitoria-Gasteiz,2020,7.8,Good
3253,Spain,Vitoria-Gasteiz,2021,8.3,Good
3253,Spain,Vitoria-Gasteiz,2022,9.9,Good
3256,Taiwan,Taipei,2017,15.8,Good
3256,Taiwan,Taipei,2018,14.9,Good
3256,Taiwan,Taipei,2019,13.9,Good
3256,Taiwan,Taipei,2020,12.6,Good
3256,Taiwan,Taipei,2021,13,Good
3256,Taiwan,Taipei,2022,9.9,Good
3258,United Kingdom,Bristol,2017,9.7,Good
3258,United Kingdom,Bristol,2018,12,Good
3258,United Kingdom,Bristol,2019,11.3,Good
3258,United Kingdom,Bristol,2020,10.2,Good
3258,United Kingdom,Bristol,2021,9.7,Good
3258,United Kingdom,Bristol,2022,9.9,Good
3263,USA,Elk Grove,2017,8.8,Good
3263,USA,Elk Grove,2018,12.3,Good
3263,USA,Elk Grove,2019,6.2,Good
3263,USA,Elk Grove,2020,13,Good
3263,USA,Elk Grove,2021,11.5,Good
3263,USA,Elk Grove,2022,9.9,Good
3274,USA,Elizabeth,2017,10.4,Good
3274,USA,Elizabeth,2018,10.7,Good
3274,USA,Elizabeth,2019,10.6,Good
3274,USA,Elizabeth,2020,9.6,Good
3274,USA,Elizabeth,2021,10.8,Good
3274,USA,Elizabeth,2022,9.9,Good
3277,USA,Cincinnati,2017,9.7,Good
3277,USA,Cincinnati,2018,10.4,Good
3277,USA,Cincinnati,2019,11.2,Good
3277,USA,Cincinnati,2020,10.1,Good
3277,USA,Cincinnati,2021,11.7,Good
3277,USA,Cincinnati,2022,9.9,Good
3279,USA,McAlester,2017,8.3,Good
3279,USA,McAlester,2018,8.9,Good
3279,USA,McAlester,2019,8.6,Good
3279,USA,McAlester,2020,8.5,Good
3279,USA,McAlester,2021,10.2,Good
3279,USA,McAlester,2022,9.9,Good
3280,USA,Portland,2017,7,Good
3280,USA,Portland,2018,6.9,Good
3280,USA,Portland,2019,8.1,Good
3280,USA,Portland,2020,11.2,Good
3280,USA,Portland,2021,7,Good
3280,USA,Portland,2022,9.9,Good
3281,USA,Beaver Falls,2017,11,Good
3281,USA,Beaver Falls,2018,10.8,Good
3281,USA,Beaver Falls,2019,9.5,Good
3281,USA,Beaver Falls,2020,8.6,Good
3281,USA,Beaver Falls,2021,11,Good
3281,USA,Beaver Falls,2022,9.9,Good
3297,Germany,Braunschweig,2017,12.7,Good
3297,Germany,Braunschweig,2018,12.5,Good
3297,Germany,Braunschweig,2019,10.3,Good
3297,Germany,Braunschweig,2020,7.9,Good
3297,Germany,Braunschweig,2021,9.2,Good
3297,Germany,Braunschweig,2022,9.8,Good
3299,Germany,Greiz,2017,11.9,Good
3299,Germany,Greiz,2018,13.1,Good
3299,Germany,Greiz,2019,9.8,Good
3299,Germany,Greiz,2020,9.7,Good
3299,Germany,Greiz,2021,10.6,Good
3299,Germany,Greiz,2022,9.8,Good
3302,Japan,Kitakyushu,2017,14.8,Good
3302,Japan,Kitakyushu,2018,14,Good
3302,Japan,Kitakyushu,2019,13.5,Good
3302,Japan,Kitakyushu,2020,12.6,Good
3302,Japan,Kitakyushu,2021,10.8,Good
3302,Japan,Kitakyushu,2022,9.8,Good
3303,Japan,Hiroshima,2017,13.5,Good
3303,Japan,Hiroshima,2018,12.5,Good
3303,Japan,Hiroshima,2019,11.9,Good
3303,Japan,Hiroshima,2020,10.3,Good
3303,Japan,Hiroshima,2021,9.9,Good
3303,Japan,Hiroshima,2022,9.8,Good
3304,Japan,Shimotsuma,2017,13.1,Good
3304,Japan,Shimotsuma,2018,13.3,Good
3304,Japan,Shimotsuma,2019,12.8,Good
3304,Japan,Shimotsuma,2020,9.7,Good
3304,Japan,Shimotsuma,2021,9.5,Good
3304,Japan,Shimotsuma,2022,9.8,Good
3305,Japan,Kagoshima,2017,14.7,Good
3305,Japan,Kagoshima,2018,14,Good
3305,Japan,Kagoshima,2019,13.6,Good
3305,Japan,Kagoshima,2020,12.7,Good
3305,Japan,Kagoshima,2021,9.9,Good
3305,Japan,Kagoshima,2022,9.8,Good
3306,Japan,Aso,2017,11.6,Good
3306,Japan,Aso,2018,10.6,Good
3306,Japan,Aso,2019,11.5,Good
3306,Japan,Aso,2020,10.5,Good
3306,Japan,Aso,2021,8.8,Good
3306,Japan,Aso,2022,9.8,Good
3307,Japan,Kosa,2017,12.8,Good
3307,Japan,Kosa,2018,12,Good
3307,Japan,Kosa,2019,11.9,Good
3307,Japan,Kosa,2020,10.8,Good
3307,Japan,Kosa,2021,9.1,Good
3307,Japan,Kosa,2022,9.8,Good
3308,Japan,Joyo,2017,12.8,Good
3308,Japan,Joyo,2018,12.5,Good
3308,Japan,Joyo,2019,11.7,Good
3308,Japan,Joyo,2020,10.3,Good
3308,Japan,Joyo,2021,9.8,Good
3308,Japan,Joyo,2022,9.8,Good
3309,Japan,Kyoto,2017,11.1,Good
3309,Japan,Kyoto,2018,10.9,Good
3309,Japan,Kyoto,2019,11,Good
3309,Japan,Kyoto,2020,9.6,Good
3309,Japan,Kyoto,2021,9.4,Good
3309,Japan,Kyoto,2022,9.8,Good
3311,Japan,Yashio,2017,11.6,Good
3311,Japan,Yashio,2018,12.3,Good
3311,Japan,Yashio,2019,11.6,Good
3311,Japan,Yashio,2020,10.5,Good
3311,Japan,Yashio,2021,9.8,Good
3311,Japan,Yashio,2022,9.8,Good
3312,Japan,Ome,2017,10.2,Good
3312,Japan,Ome,2018,10.3,Good
3312,Japan,Ome,2019,9.1,Good
3312,Japan,Ome,2020,8.5,Good
3312,Japan,Ome,2021,9.2,Good
3312,Japan,Ome,2022,9.8,Good
3313,Japan,Hashimoto,2017,13.1,Good
3313,Japan,Hashimoto,2018,11.9,Good
3313,Japan,Hashimoto,2019,11.2,Good
3313,Japan,Hashimoto,2020,10.1,Good
3313,Japan,Hashimoto,2021,9,Good
3313,Japan,Hashimoto,2022,9.8,Good
3314,Japan,Shimonoseki,2017,14.5,Good
3314,Japan,Shimonoseki,2018,13.4,Good
3314,Japan,Shimonoseki,2019,12.8,Good
3314,Japan,Shimonoseki,2020,11.2,Good
3314,Japan,Shimonoseki,2021,10.4,Good
3314,Japan,Shimonoseki,2022,9.8,Good
3315,Japan,Otsuki,2017,11.2,Good
3315,Japan,Otsuki,2018,10.9,Good
3315,Japan,Otsuki,2019,11.2,Good
3315,Japan,Otsuki,2020,10.1,Good
3315,Japan,Otsuki,2021,9.7,Good
3315,Japan,Otsuki,2022,9.8,Good
3317,Netherlands,Cabauw,2017,9.4,Good
3317,Netherlands,Cabauw,2018,10.9,Good
3317,Netherlands,Cabauw,2019,10.7,Good
3317,Netherlands,Cabauw,2020,9.3,Good
3317,Netherlands,Cabauw,2021,9.6,Good
3317,Netherlands,Cabauw,2022,9.8,Good
3319,Spain,Ourense,2017,12.1,Good
3319,Spain,Ourense,2018,9.5,Good
3319,Spain,Ourense,2019,9.9,Good
3319,Spain,Ourense,2020,8.2,Good
3319,Spain,Ourense,2021,9.8,Good
3319,Spain,Ourense,2022,9.8,Good
3329,USA,Gridley,2017,12.3,Good
3329,USA,Gridley,2018,16.9,Good
3329,USA,Gridley,2019,10,Good
3329,USA,Gridley,2020,16.9,Good
3329,USA,Gridley,2021,12.8,Good
3329,USA,Gridley,2022,9.8,Good
3332,USA,Roseville,2017,7.4,Good
3332,USA,Roseville,2018,11.4,Good
3332,USA,Roseville,2019,7.6,Good
3332,USA,Roseville,2020,15.2,Good
3332,USA,Roseville,2021,12.5,Good
3332,USA,Roseville,2022,9.8,Good
3338,USA,Pinehurst,2017,14.8,Good
3338,USA,Pinehurst,2018,12.7,Good
3338,USA,Pinehurst,2019,9.1,Good
3338,USA,Pinehurst,2020,11.8,Good
3338,USA,Pinehurst,2021,10.9,Good
3338,USA,Pinehurst,2022,9.8,Good
3340,USA,Normal,2017,9.6,Good
3340,USA,Normal,2018,9.8,Good
3340,USA,Normal,2019,10.1,Good
3340,USA,Normal,2020,8.7,Good
3340,USA,Normal,2021,10.7,Good
3340,USA,Normal,2022,9.8,Good
3342,USA,Cedar Rapids,2017,7.4,Good
3342,USA,Cedar Rapids,2018,8.4,Good
3342,USA,Cedar Rapids,2019,7.9,Good
3342,USA,Cedar Rapids,2020,8.9,Good
3342,USA,Cedar Rapids,2021,12.2,Good
3342,USA,Cedar Rapids,2022,9.8,Good
3347,USA,Pittsburgh,2017,10,Good
3347,USA,Pittsburgh,2018,10.1,Good
3347,USA,Pittsburgh,2019,12.2,Good
3347,USA,Pittsburgh,2020,10.1,Good
3347,USA,Pittsburgh,2021,12.5,Good
3347,USA,Pittsburgh,2022,9.8,Good
3361,France,Saint-Germain-sur-Rhone,2017,9.5,Good
3361,France,Saint-Germain-sur-Rhone,2018,9.3,Good
3361,France,Saint-Germain-sur-Rhone,2019,8.1,Good
3361,France,Saint-Germain-sur-Rhone,2020,7.9,Good
3361,France,Saint-Germain-sur-Rhone,2021,8.9,Good
3361,France,Saint-Germain-sur-Rhone,2022,9.7,Good
3366,Germany,Pforzheim,2017,10.4,Good
3366,Germany,Pforzheim,2018,11,Good
3366,Germany,Pforzheim,2019,9.7,Good
3366,Germany,Pforzheim,2020,8.4,Good
3366,Germany,Pforzheim,2021,9,Good
3366,Germany,Pforzheim,2022,9.7,Good
3371,Japan,Ono,2017,12.2,Good
3371,Japan,Ono,2018,11.4,Good
3371,Japan,Ono,2019,11.8,Good
3371,Japan,Ono,2020,10.2,Good
3371,Japan,Ono,2021,9.5,Good
3371,Japan,Ono,2022,9.7,Good
3373,Japan,Ichikikushikino,2017,14.5,Good
3373,Japan,Ichikikushikino,2018,14.2,Good
3373,Japan,Ichikikushikino,2019,13.8,Good
3373,Japan,Ichikikushikino,2020,13.2,Good
3373,Japan,Ichikikushikino,2021,9.4,Good
3373,Japan,Ichikikushikino,2022,9.7,Good
3375,Japan,Muko,2017,11.7,Good
3375,Japan,Muko,2018,11.6,Good
3375,Japan,Muko,2019,11,Good
3375,Japan,Muko,2020,9.7,Good
3375,Japan,Muko,2021,9.4,Good
3375,Japan,Muko,2022,9.7,Good
3376,Japan,Yokkaichi,2017,13.6,Good
3376,Japan,Yokkaichi,2018,14.2,Good
3376,Japan,Yokkaichi,2019,12.2,Good
3376,Japan,Yokkaichi,2020,10.2,Good
3376,Japan,Yokkaichi,2021,10.2,Good
3376,Japan,Yokkaichi,2022,9.7,Good
3380,Netherlands,Breukelen,2017,9.9,Good
3380,Netherlands,Breukelen,2018,11.7,Good
3380,Netherlands,Breukelen,2019,10.6,Good
3380,Netherlands,Breukelen,2020,9.1,Good
3380,Netherlands,Breukelen,2021,10,Good
3380,Netherlands,Breukelen,2022,9.7,Good
3386,Spain,Durango,2017,9.8,Good
3386,Spain,Durango,2018,8.3,Good
3386,Spain,Durango,2019,7.7,Good
3386,Spain,Durango,2020,6.9,Good
3386,Spain,Durango,2021,10.6,Good
3386,Spain,Durango,2022,9.7,Good
3389,United Kingdom,Eccles,2017,10.8,Good
3389,United Kingdom,Eccles,2018,11,Good
3389,United Kingdom,Eccles,2019,9.8,Good
3389,United Kingdom,Eccles,2020,8.4,Good
3389,United Kingdom,Eccles,2021,8.9,Good
3389,United Kingdom,Eccles,2022,9.7,Good
3390,United Kingdom,Hatfield,2017,12.4,Good
3390,United Kingdom,Hatfield,2018,11.2,Good
3390,United Kingdom,Hatfield,2019,9.5,Good
3390,United Kingdom,Hatfield,2020,9.3,Good
3390,United Kingdom,Hatfield,2021,9.7,Good
3390,United Kingdom,Hatfield,2022,9.7,Good
3403,USA,Lewiston,2017,11.4,Good
3403,USA,Lewiston,2018,8.3,Good
3403,USA,Lewiston,2019,7.5,Good
3403,USA,Lewiston,2020,10.5,Good
3403,USA,Lewiston,2021,10.4,Good
3403,USA,Lewiston,2022,9.7,Good
3408,USA,Jackson,2017,9.3,Good
3408,USA,Jackson,2018,9.6,Good
3408,USA,Jackson,2019,9.6,Good
3408,USA,Jackson,2020,10.1,Good
3408,USA,Jackson,2021,10.1,Good
3408,USA,Jackson,2022,9.7,Good
3411,USA,Moore,2017,7.9,Good
3411,USA,Moore,2018,10,Good
3411,USA,Moore,2019,10.1,Good
3411,USA,Moore,2020,9.8,Good
3411,USA,Moore,2021,10.9,Good
3411,USA,Moore,2022,9.7,Good
3412,USA,Cave Junction,2017,12,Good
3412,USA,Cave Junction,2018,13.3,Good
3412,USA,Cave Junction,2019,7.5,Good
3412,USA,Cave Junction,2020,15.3,Good
3412,USA,Cave Junction,2021,8.9,Good
3412,USA,Cave Junction,2022,9.7,Good
3414,USA,Hillsboro,2017,7.8,Good
3414,USA,Hillsboro,2018,8.1,Good
3414,USA,Hillsboro,2019,6.6,Good
3414,USA,Hillsboro,2020,9.7,Good
3414,USA,Hillsboro,2021,7.1,Good
3414,USA,Hillsboro,2022,9.7,Good
3426,USA,Tacoma,2017,8.2,Good
3426,USA,Tacoma,2018,7.9,Good
3426,USA,Tacoma,2019,7.9,Good
3426,USA,Tacoma,2020,8.3,Good
3426,USA,Tacoma,2021,6.2,Good
3426,USA,Tacoma,2022,9.7,Good
3429,Austria,Illmitz,2017,12.5,Good
3429,Austria,Illmitz,2018,13.9,Good
3429,Austria,Illmitz,2019,11.1,Good
3429,Austria,Illmitz,2020,10.2,Good
3429,Austria,Illmitz,2021,10.2,Good
3429,Austria,Illmitz,2022,9.6,Good
3431,Belgium,Landen,2017,12.5,Good
3431,Belgium,Landen,2018,12.8,Good
3431,Belgium,Landen,2019,10.9,Good
3431,Belgium,Landen,2020,9.1,Good
3431,Belgium,Landen,2021,11.3,Good
3431,Belgium,Landen,2022,9.6,Good
3438,France,Billere,2017,9.1,Good
3438,France,Billere,2018,7,Good
3438,France,Billere,2019,7.6,Good
3438,France,Billere,2020,6.8,Good
3438,France,Billere,2021,8.7,Good
3438,France,Billere,2022,9.6,Good
3439,Germany,Karlsruhe,2017,11.6,Good
3439,Germany,Karlsruhe,2018,11.4,Good
3439,Germany,Karlsruhe,2019,11.2,Good
3439,Germany,Karlsruhe,2020,9.1,Good
3439,Germany,Karlsruhe,2021,9.6,Good
3439,Germany,Karlsruhe,2022,9.6,Good
3442,Germany,Neuwied,2017,10.6,Good
3442,Germany,Neuwied,2018,11.4,Good
3442,Germany,Neuwied,2019,9.6,Good
3442,Germany,Neuwied,2020,8.6,Good
3442,Germany,Neuwied,2021,9,Good
3442,Germany,Neuwied,2022,9.6,Good
3443,Japan,Tsuchiura,2017,12,Good
3443,Japan,Tsuchiura,2018,12.7,Good
3443,Japan,Tsuchiura,2019,12.7,Good
3443,Japan,Tsuchiura,2020,9,Good
3443,Japan,Tsuchiura,2021,9,Good
3443,Japan,Tsuchiura,2022,9.6,Good
3444,Japan,Nabari,2017,12.4,Good
3444,Japan,Nabari,2018,13.8,Good
3444,Japan,Nabari,2019,11.7,Good
3444,Japan,Nabari,2020,10.2,Good
3444,Japan,Nabari,2021,9.6,Good
3444,Japan,Nabari,2022,9.6,Good
3445,Japan,Yufu,2017,12,Good
3445,Japan,Yufu,2018,10.3,Good
3445,Japan,Yufu,2019,10.1,Good
3445,Japan,Yufu,2020,9.6,Good
3445,Japan,Yufu,2021,8.6,Good
3445,Japan,Yufu,2022,9.6,Good
3446,Japan,Kawaguchi,2017,12.8,Good
3446,Japan,Kawaguchi,2018,12.6,Good
3446,Japan,Kawaguchi,2019,11.5,Good
3446,Japan,Kawaguchi,2020,10,Good
3446,Japan,Kawaguchi,2021,9.5,Good
3446,Japan,Kawaguchi,2022,9.6,Good
3448,Japan,Higashiomi,2017,13,Good
3448,Japan,Higashiomi,2018,13.5,Good
3448,Japan,Higashiomi,2019,13,Good
3448,Japan,Higashiomi,2020,9.8,Good
3448,Japan,Higashiomi,2021,9.3,Good
3448,Japan,Higashiomi,2022,9.6,Good
3450,Netherlands,Groningen,2017,8.5,Good
3450,Netherlands,Groningen,2018,10.3,Good
3450,Netherlands,Groningen,2019,9.5,Good
3450,Netherlands,Groningen,2020,8,Good
3450,Netherlands,Groningen,2021,9.5,Good
3450,Netherlands,Groningen,2022,9.6,Good
3452,Netherlands,Zaandam,2017,11.7,Good
3452,Netherlands,Zaandam,2018,11.4,Good
3452,Netherlands,Zaandam,2019,13.3,Good
3452,Netherlands,Zaandam,2020,11.3,Good
3452,Netherlands,Zaandam,2021,12,Good
3452,Netherlands,Zaandam,2022,9.6,Good
3455,Spain,Vigo,2017,13.4,Good
3455,Spain,Vigo,2018,11,Good
3455,Spain,Vigo,2019,10.5,Good
3455,Spain,Vigo,2020,9.4,Good
3455,Spain,Vigo,2021,11,Good
3455,Spain,Vigo,2022,9.6,Good
3457,United Kingdom,London,2017,12.7,Good
3457,United Kingdom,London,2018,12,Good
3457,United Kingdom,London,2019,11.4,Good
3457,United Kingdom,London,2020,9.6,Good
3457,United Kingdom,London,2021,9.8,Good
3457,United Kingdom,London,2022,9.6,Good
3459,United Kingdom,Oxford,2017,10.9,Good
3459,United Kingdom,Oxford,2018,10.2,Good
3459,United Kingdom,Oxford,2019,9.4,Good
3459,United Kingdom,Oxford,2020,7.5,Good
3459,United Kingdom,Oxford,2021,9.8,Good
3459,United Kingdom,Oxford,2022,9.6,Good
3462,USA,Alameda,2017,9.5,Good
3462,USA,Alameda,2018,10.3,Good
3462,USA,Alameda,2019,8.3,Good
3462,USA,Alameda,2020,12.6,Good
3462,USA,Alameda,2021,9.2,Good
3462,USA,Alameda,2022,9.6,Good
3480,USA,Dayton,2017,7.1,Good
3480,USA,Dayton,2018,8.2,Good
3480,USA,Dayton,2019,9,Good
3480,USA,Dayton,2020,10.4,Good
3480,USA,Dayton,2021,10.6,Good
3480,USA,Dayton,2022,9.6,Good
3482,USA,Charleroi,2017,10.6,Good
3482,USA,Charleroi,2018,8.7,Good
3482,USA,Charleroi,2019,7.4,Good
3482,USA,Charleroi,2020,5.9,Good
3482,USA,Charleroi,2021,9.1,Good
3482,USA,Charleroi,2022,9.6,Good
3486,USA,Fort Worth,2017,8.1,Good
3486,USA,Fort Worth,2018,10,Good
3486,USA,Fort Worth,2019,8.4,Good
3486,USA,Fort Worth,2020,9.3,Good
3486,USA,Fort Worth,2021,10.4,Good
3486,USA,Fort Worth,2022,9.6,Good
3489,USA,Karnack,2017,8.2,Good
3489,USA,Karnack,2018,8.1,Good
